CSPC_NO,BRAND_DSC,PRODUCT_DISPLAY_DSC,Period Display,Price,Adjusted Price,Promotions,Total 9L Cases(Promoted Stores),Total 9L Cases,Total Real Cases,Total $ Sales,Adjusted $ Sales,Lift 9L,Lift 9L %,Total Promo Cost,Total $GP,Base $GP,ROI $,ROI $ Rel,Incr.$/Rate,Rank
392225,ROBERT MONDAVI PRIVATE SELECTI,ROBERT MONDAVI PRIVATE SELECTI CABERNET SAUVIGNON 00750 ML,201903,18.35,18.35,"Allongeur - régulier-50,Étalage mini-44, Points_3500.00",393,852,852,187713,187713,232.98,1.4589,11317,,,,,4.54,
392225,ROBERT MONDAVI PRIVATE SELECTI,ROBERT MONDAVI PRIVATE SELECTI CABERNET SAUVIGNON 00750 ML,201904,18.15,18.15,"Allongeur - régulier-50,Étalage mini-16, Points_3500.00",238,804,804,175339,175339,141.21,1.4553,6141,,,,,5.01,
392225,ROBERT MONDAVI PRIVATE SELECTI,ROBERT MONDAVI PRIVATE SELECTI CABERNET SAUVIGNON 00750 ML,201905,18.25,18.25,"Allongeur - régulier-35,Étalage mini-19,Étalage régulier-2, Points_3500.00",157,725,725,158713,158713,94.26,1.5105,5128,,,,,4.02,
397497,CLOS DU BOIS,CLOS DU BOIS CABERNET SAUVIGNON 00750 ML,201602,18,18,"Étalage régulier-7, Points_1000.00",8,118,118,25373,25373,3.2,0.7292,419,-1315,-49,-36,-1.09,1.65,
397497,CLOS DU BOIS,CLOS DU BOIS CABERNET SAUVIGNON 00750 ML,201603,18,18,"Étalage gros-1,Étalage régulier-4, Points_0.00",1,67,67,14521,14521,0,0,294,-753,-14,0,-1,0,
403816,CLOS DU BOIS,CLOS DU BOIS ZINFANDEL 00750 ML,201609,18.6,18.6,"Dégustation - régulière-1, Points_0.00",8,82,82,18228,18228,7.5,11.1846,135,-438,-4,-40,-1.3,12.39,
403816,CLOS DU BOIS,CLOS DU BOIS ZINFANDEL 00750 ML,201613,18.6,18.6,"Dégustation - régulière-2, Points_0.00",4,62,62,13801,13801,3.07,5.9236,95,-331,-3,-16,-1.17,7.24,
403816,CLOS DU BOIS,CLOS DU BOIS ZINFANDEL 00750 ML,201701,18.6,18.6,"Dégustation - régulière-1,Étalage mini-1, Étalage mini-1,Dégustation - régulière-1, Points_0.00",2,55,55,12220,12220,1.2,1.8998,168,0,0,0,-1,1.6,
403816,CLOS DU BOIS,CLOS DU BOIS ZINFANDEL 00750 ML,201702,18.35,18.35,"Étalage mini-2,Dégustation - régulière-2, Points_0.00",1,45,45,9970,9970,0.5,0.5988,133,0,0,0,-1,0.83,
403816,CLOS DU BOIS,CLOS DU BOIS ZINFANDEL 00750 ML,201713,18.6,18.6,"Étalage mini-1, Points_0.00",2,44,44,9765,9765,1.67,,88,0,0,0,-1,4.25,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201601,15,15,"Frigo 1 période-47,Étalage gros-3, Points_1000.00",168,432,432,77733,77733,114.33,2.1401,2914,11976,1480,3168,0.09,7.06,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201602,15,15,"Frigo 1 période-47,Étalage régulier-24,Allongeur - régulier-1,Étalage gros-2, Frigo 1 période-47,Étalage régulier-24,Étalage gros-2,Allongeur - régulier-1, Points_2000.00",235,546,546,98136,98136,166.47,2.4263,4023,15116,1901,4613,0.15,7.44,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201603,15.05,15.05,"Frigo 1 période-1,Étalage régulier-15,Événement tactique-Produit à découvrir à points bonis-416,Dégustation - régulière-31,Étalage gros-11, LTO_0.00, Points_2000.00",586,586,586,105707,105707,293.61,1.0045,10177,16232,8100,8136,-0.2,5.21,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201604,15.05,15.05,"Frigo 1 période-12,Frigo longue durée-21,Allongeur - régulier-1,Étalage gros-1, Points_0.00",110,460,460,82940,82940,73.36,1.9799,2437,12733,1027,2033,-0.17,5.43,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201605,15.05,15.05,"Frigo 1 période-24,Frigo longue durée-21,Étalage gros-1, Points_1000.00",136,523,523,94332,94332,80.92,1.478,3256,14481,1517,2242,-0.31,4.49,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201606,14.95,14.95,"Frigo 1 période-25,Frigo longue durée-21,Étalage gros-1,Dégustation - régulière-1, Points_1000.00",158,560,560,100529,100529,98.87,1.665,3564,15520,1646,2740,-0.23,4.98,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201607,14.9,14.9,"Frigo 1 période-45,Étalage gros-4,Frigo longue durée-27,Événement tactique-Produit à découvrir à points bonis-416,Étalage régulier-6, LTO_0.00, Points_2000.00",821,820,821,147095,147095,422.42,1.0587,10802,22723,11057,11706,0.08,7.01,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201608,14.95,14.95,"Frigo 1 période-14,Frigo longue durée-27,Étalage gros-1, Points_0.00",127,476,476,85420,85420,75.98,1.4892,1795,13195,1414,2105,0.17,7.59,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201609,14.7,14.7,"Étalage régulier longue durée-1,Frigo longue durée-17,Étalage gros longue durée-1, Points_0.00",56,498,498,87803,87803,29.45,1.0988,1210,13786,743,816,-0.33,4.3,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201610,14.65,14.65,"Étalage régulier longue durée-1,Frigo longue durée-17,Étalage gros longue durée-1, Points_0.00",63,681,681,119624,119624,33.7,1.1532,1227,18873,810,934,-0.24,4.82,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201611,14.3,14.3,"Frigo 1 période-29,Étalage régulier-22,Allongeur - régulier-1,Étalage gros-11,Étalage maxi-1, Points_2000.00",137,448,448,76648,76648,74.2,1.1785,2289,12401,1745,2056,-0.1,5.55,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201612,13.9,13.9,"Frigo 1 période-25,Étalage régulier-7,Étalage gros-6, Points_2000.00",110,481,481,80192,80192,61.78,1.2768,1894,13336,1341,1712,-0.1,5.44,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201613,13.75,13.75,"Étalage gros-1,Étalage régulier-1, Points_0.00",15,414,414,68440,68440,11.83,4.4375,210,11484,74,328,0.56,9.31,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201701,13.65,13.65,"Frigo 1 période-38,Étalage régulier-1,Étalage maxi-1, Points_1000.00",181,606,606,99197,99197,121.15,2.0241,2634,2936,290,587,-0.78,7.53,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201702,13.75,13.75,"Frigo 1 période-39,Dégustation - régulière-1,Étalage régulier-1,Étalage maxi-1, Points_500.00",182,698,698,114972,114972,113.75,1.6666,2148,3382,331,551,-0.74,8.73,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201703,13.7,13.7,"Frigo 1 période-47,Étalage gros-1,Dégustation - régulière-1,Étalage régulier-1,Étalage maxi-1, Points_2000.00",248,833,833,137181,137181,183.19,2.8336,3345,4037,313,888,-0.73,9.02,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201704,13.7,13.7,"Frigo 1 période-49,Étalage mini-1,Étalage maxi-1, Points_1000.00",287,893,893,146803,146803,188.04,1.8939,3650,4329,481,912,-0.75,8.47,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201705,13.8,13.8,"Frigo 1 période-42,Étalage régulier-2,Étalage mini-4,Étalage maxi-1, Points_1500.00",235,911,911,151005,151005,137.73,1.4196,3151,4417,470,668,-0.79,7.24,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201706,13.8,13.8,"Étalage gros-3,Frigo 1 période-42,Étalage régulier-14,Étalage maxi-2, Étalage gros-3,Étalage régulier-14,Frigo 1 période-42,Étalage maxi-2, Points_1500.00",236,795,795,131770,131770,132.51,1.2835,3306,3856,501,642,-0.81,6.64,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201707,13.7,13.7,"Frigo 1 période-48,Étalage régulier-1, Points_750.00",211,746,746,122892,122892,113.67,1.1668,2729,3618,472,551,-0.8,6.86,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201708,13.7,13.7,"Allongeur - régulier-44,Étalage régulier-2,Étalage maxi-1, Points_750.00",172,667,667,109704,109704,91.65,1.1371,3025,3233,391,444,-0.85,4.98,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201709,14.3,14.3,"Étalage régulier longue durée-1,Frigo 1 période-46,Étalage maxi longue durée-1, Points_750.00",145,738,738,126461,126461,63.57,0.7814,2442,3576,394,308,-0.87,4.46,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201710,14,14,"Étalage régulier longue durée-1,Frigo 1 période-7,Étalage maxi longue durée-1, Points_0.00",35,639,639,107577,107577,13.08,0.6107,937,3099,104,63,-0.93,2.35,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201711,14.15,14.15,"Frigo 1 période-1, Points_0.00",6,298,298,50618,50618,3.32,1.2377,13,1444,13,16,0.29,45.05,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201712,14.3,14.3,"Étalage gros-3,Étalage régulier-4,Étalage maxi-2, Points_750.00",26,346,346,59195,59195,9.94,0.6156,623,1675,78,48,-0.92,2.73,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201713,14.25,14.25,"Étalage maxi-1, Points_0.00",4,480,480,82137,82137,3.28,3.0945,263,2328,5,16,-0.94,2.13,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201801,14.05,14.05,"Frigo 1 période-42,Étalage maxi-1, Points_750.00",128,463,463,78143,78143,62.38,0.9482,2199,2481,353,334,-0.85,4.79,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201802,14,14,"Frigo 1 période-39,Allongeur - régulier-71,Dégustation - régulière-44,Étalage maxi-1, Points_1500.00",482,771,771,129469,129469,293.04,1.5508,10141,4132,1013,1571,-0.85,4.85,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201803,14.25,14.25,"Frigo 1 période-35,Étalage mini-1,Étalage maxi-1, Points_750.00",154,626,626,106945,106945,91.81,1.4781,2051,3356,333,492,-0.76,7.65,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201804,14.25,14.25,"Frigo 1 période-36,Étalage gros-1,Étalage régulier-3,Étalage maxi-1, Points_750.00",152,542,542,92705,92705,70.8,0.8701,2370,2905,436,379,-0.84,5.11,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201805,14.45,14.45,"Frigo 1 période-34,Dégustation - régulière-1,Étalage régulier-1,Étalage maxi-1, Points_750.00",126,655,655,113542,113542,57.28,0.8295,2071,3511,370,307,-0.85,4.8,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201806,14.55,14.55,"Frigo 1 période-1,Allongeur - régulier-57,Étalage gros-2,Étalage maxi-1,Étalage régulier-6, Frigo 1 période-1,Allongeur - régulier-57,Étalage gros-2,Étalage régulier-6,Étalage maxi-1, Points_1500.00",234,546,548,95694,95694,105.77,0.827,4274,2928,686,567,-0.87,4.34,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201807,14.25,14.25,"Frigo 1 période-38,Allongeur - régulier-2,Dégustation - régulière-70,Étalage régulier-1,Étalage mini-11, Points_2500.00",249,511,512,87471,87471,128.05,1.0624,8751,2740,646,686,-0.92,2.5,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201808,14.4,14.4,"Frigo 1 période-12,Allongeur - régulier-10,Étalage mini-2,Étalage régulier-1,Étalage maxi-1, Points_2500.00",74,448,448,77300,77300,38.11,1.0597,1936,2400,193,204,-0.89,3.4,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201809,14.5,14.5,"Frigo 1 période-15,Étalage mini-6,Étalage maxi-1, Points_2500.00",93,548,548,95434,95434,47.76,1.0579,2456,2939,242,256,-0.9,3.38,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201810,14.2,14.2,"Frigo 1 période-12,Étalage maxi-1, Points_0.00",86,640,640,109240,109240,27.79,0.4802,732,3430,310,149,-0.8,6.48,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201811,14.2,14.2,"Frigo 1 période-5,Étalage mini-1,Dégustation - régulière-40,Étalage maxi-1, Frigo 1 période-5,Étalage mini-1,Étalage maxi-1,Dégustation - régulière-40, Points_2500.00",86,349,349,59390,59390,39.46,0.8433,3378,1871,251,212,-0.94,1.99,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201812,14.15,14.15,"Frigo 1 période-29,Étalage mini-4,Étalage maxi-1, Points_2500.00",100,417,417,70857,70857,57.21,1.3345,2209,2237,230,307,-0.86,4.4,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201813,14.25,14.25,"Frigo 1 période-14,Étalage mini-1,Étalage maxi-1, Points_2500.00",70,390,390,66647,66647,42.6,1.5311,1313,2090,149,228,-0.83,5.55,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201901,14.4,14.4,"Étalage mini-12,Frigo 1 période-30,Étalage régulier-1, Points_2500.00",198,531,531,91810,91810,112.87,1.3298,3664,2848,455,605,-0.83,5.32,63
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201902,14.45,14.45,"Frigo 1 période-50,Étalage mini-27,Dégustation - régulière-41,Étalage régulier-6, Étalage mini-27,Frigo 1 période-50,Dégustation - régulière-41,Étalage régulier-6, Points_2500.00",402,679,679,117842,117842,258.31,1.8008,11099,3638,769,1385,-0.88,4.04,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201903,14.6,14.6,"Frigo 1 période-16,Allongeur - régulier-10,Étalage gros-1,Étalage régulier-1,Étalage mini-7, Points_2500.00",132,518,518,90683,90683,78.65,1.4719,2973,2777,286,422,-0.86,4.63,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201904,14.5,14.5,"Frigo 1 période-22,Étalage mini-13,Allongeur - régulier-22, Étalage mini-13,Frigo 1 période-22,Allongeur - régulier-22, Points_3750.00",217,547,547,95213,95213,135.27,1.6518,5061,2932,439,725,-0.86,4.65,
40501,WOODBRIDGE BY ROBERT MONDAVI,WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC 00750 ML,201905,14.45,14.45,"Frigo 1 période-25,Dégustation - régulière-7,Allongeur - régulier-22,Étalage mini-7, Points_2500.00",251,551,551,95497,95497,150.06,1.483,5371,2955,542,804,-0.85,4.84,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201609,10.05,10.05,"Étalage mini longue durée-1, Points_0.00",2,247,247,59593,59593,0,0,190,9785,63,0,-1,0,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201610,10.05,10.05,"Étalage mini longue durée-1, Points_0.00",4,275,275,66230,66230,1.95,1.0084,190,10892,76,77,-0.59,2.47,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201611,9.95,9.95,"Étalage mini-1, Points_0.00",2,188,188,45029,45029,0.39,0.2336,60,7460,67,16,-0.74,1.57,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201612,9.9,9.9,"Étalage mini-1,Présentoir caisse-1, Points_0.00",4,224,224,53199,53199,2.01,1.1829,126,8884,67,80,-0.37,3.78,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201613,9.8,9.8,"Étalage mini-1, Points_0.00",3,208,208,48996,48996,1.71,1.7083,70,8257,40,68,-0.03,5.74,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201701,9.75,9.75,"Étalage mini-1, Points_0.00",2,202,202,47461,47461,0.54,0.4063,70,1779,12,5,-0.93,1.81,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201702,9.8,9.8,"Étalage mini-1, Points_0.00",2,206,206,48473,48473,1.08,0.963,70,1809,10,10,-0.86,3.64,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201705,9.9,9.9,"Étalage mini-1, Points_0.00",5,224,224,53019,53019,2.05,0.8122,70,1965,22,18,-0.74,6.96,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201706,9.85,9.85,"Étalage mini-1, Points_0.00",3,224,224,52973,52973,0.74,0.4104,70,1969,16,6,-0.91,2.5,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201707,9.85,9.85,"Étalage mini-1, Points_0.00",1,200,200,47184,47184,0,0,70,1757,8,0,-1,0,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201708,9.8,9.8,"Étalage mini-1, Points_0.00",2,199,199,46677,46677,0.46,0.2292,70,1744,18,4,-0.94,1.54,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201804,9.85,9.85,"Étalage régulier-1, Points_0.00",1,175,175,41227,41227,0,0,84,1501,11,0,-1,0,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201805,9.85,9.85,"Étalage régulier-1, Points_0.00",1,202,202,47729,47729,0.02,0.0208,84,1737,9,0,-1,0.06,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201806,9.8,9.8,"Étalage régulier-1, Points_0.00",2,219,219,51756,51756,0.2,0.1381,84,1887,13,2,-0.98,0.57,
4069,RUFFINO,RUFFINO CHIANTI SANGIOVESE / MERLOT / CABERNET 00375 ML,201807,9.8,9.8,"Étalage régulier-1, Points_0.00",2,224,224,52762,52762,1.25,2.5,84,1928,4,11,-0.87,3.5,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201601,14.05,14.05,"Frigo longue durée-12,Étalage régulier-17,Allongeur - régulier-1,Étalage gros-2,Dégustation - régulière-1, Frigo longue durée-12,Étalage régulier-17,Étalage gros-2,Allongeur - régulier-1,Dégustation - régulière-1, Points_0.00",127,448,448,75397,75397,62.52,0.9696,2544,,,,,4.14,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201602,13.95,13.15,"Frigo longue durée-12,Étalage gros-2, Événement tactique-Standard à rabais mixte-416,Frigo longue durée-12,Étalage gros-2, LTO_1.00, Points_250.00",706,829,829,138953,130806,410.45,1.3907,13365,,,,,4.84,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201603,13.95,13.95,"Étalage gros-4,Frigo longue durée-12,Étalage régulier-8, Étalage gros-4,Étalage régulier-8,Frigo longue durée-12, Points_750.00",118,641,641,107338,107338,69.89,1.4578,1799,,,,,6.5,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201604,13.8,13.8,"Frigo 1 période-24,Étalage gros-1, Points_750.00",207,639,639,106022,106022,101.78,0.9712,1862,,,,,9.07,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201605,13.9,13.9,"Étalage gros-1, Points_0.00",18,520,520,86754,86754,18.17,,126,,,,,24.05,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201606,13.85,13.85,"Étalage gros-1,Étalage régulier-5, Points_750.00",27,547,547,90913,90913,20.5,3.3719,308,,,,,11.07,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201607,13.95,13.95,"Étalage gros-1, Points_0.00",18,543,543,90799,90799,18.42,,126,,,,,24.44,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201608,13.95,13.95,"Frigo 1 période-28,Allongeur - régulier-1,Étalage gros-1, Points_750.00",177,579,579,96837,96837,94.77,1.1548,1669,,,,,9.5,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201609,13.8,13.8,"Étalage régulier longue durée-1,Frigo 1 période-22,Étalage gros longue durée-2, Points_750.00",141,706,706,116672,116672,76.22,1.1826,2006,,,,,6.28,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201610,13.7,13.7,"Étalage régulier longue durée-1,Frigo 1 période-5,Étalage gros longue durée-2, Points_0.00",57,689,689,113473,113473,37.05,1.8974,1015,,,,,6.01,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201611,13.6,13.6,"Étalage gros-1,Étalage régulier-1, Points_0.00",26,373,373,60855,60855,24.57,20.7606,179,,,,,22.45,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201612,13.4,13.4,"Frigo 1 période-24,Étalage gros-1,Étalage régulier-2, Points_750.00",162,497,497,79920,79920,88.46,1.2098,1490,,,,,9.55,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201613,13.25,13.25,"Frigo 1 période-21,Étalage gros-2,Étalage régulier-4,Étalage maxi-1, Points_1500.00",144,503,503,79880,79880,74.54,1.0719,1574,,,,,7.52,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201701,13.15,13.15,"Frigo 1 période-25,Étalage gros-2,Étalage régulier-2, Points_750.00",172,566,566,89276,89276,94.67,1.2216,1860,,,,,8.02,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201702,13.2,13.2,"Frigo 1 période-24,Allongeur - régulier-1,Étalage gros-2,Étalage régulier-5, Frigo 1 période-24,Étalage gros-2,Allongeur - régulier-1,Étalage régulier-5, Points_1500.00",200,765,765,121032,121032,130.54,1.8727,2203,,,,,9.38,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201703,13.25,13.25,"Frigo 1 période-27,Allongeur - régulier-1,Étalage gros-1, Points_750.00",220,740,740,117608,117608,133.5,1.536,2061,,,,,10.3,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201704,13.1,13.1,"Frigo 1 période-23,Étalage gros-1,Étalage mini-1, Points_750.00",258,792,792,124637,124637,172.25,2.001,1997,,,,,13.57,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201705,13.25,13.25,"Étalage gros-1,Étalage mini-1, Points_0.00",41,652,652,103663,103663,29.55,2.5078,196,,,,,23.97,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201706,13.4,13.4,"Étalage gros-1,Étalage régulier-1, Points_0.00",22,568,568,91119,91119,12.58,1.313,266,,,,,7.59,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201707,13.4,13.4,"Étalage régulier-1, Points_0.00",18,589,589,94785,94785,1.58,0.0974,140,,,,,1.82,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201708,13.4,13.4,"Frigo 1 période-25,Étalage régulier-1, Points_500.00",161,610,610,98020,98020,62.2,0.6301,1194,,,,,8.37,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201709,13.55,13.55,"Étalage mini longue durée-1,Frigo 1 période-24,Étalage gros longue durée-1, Points_500.00",176,652,652,105905,105905,72.29,0.6964,1600,,,,,7.34,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201710,13.4,13.4,"Frigo 1 période-2,Étalage mini longue durée-1,Étalage gros longue durée-1, Points_0.00",28,763,763,122887,122887,13.3,0.8997,570,,,,,3.75,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201712,13.3,13.3,"Étalage gros-1, Points_0.00",6,507,507,81003,81003,3.12,1.2295,126,,,,,3.96,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201713,13.3,13.3,"Étalage gros-1, Points_0.00",8,663,663,105630,105630,3.73,0.8249,158,,,,,3.77,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201801,13.25,13.25,"Étalage gros-1, Points_0.00",11,601,601,95631,95631,6.99,1.6729,126,0,0,0,-1,8.83,
407528,BPHR FRANCE,BPHR LANGUEDOC CHARDONNAY 00750 ML,201802,13.3,13.3,"Étalage gros-1, Points_0.00",4,759,762,121620,121620,0,0,126,0,0,0,-1,0,
