CSPC_NO,BRAND_DSC,PRODUCT_DISPLAY_DSC,Period Display,Price,Adjusted Price,Promotions,Total 9L Cases(Promoted Stores),Total 9L Cases,Total Real Cases,Total $ Sales,Adjusted $ Sales,Lift 9L,Lift 9L %,Total Promo Cost,Total $GP,Base $GP,ROI $,ROI $ Rel,Incr.$/Rate,Rank
11462104,CLIFF 79,CLIFF 79 CABERNET SHIRAZ 03000 ML,201904,36.1,36.1,"Étalage régulier-12,Étalage gros-6,Étalage mini-8, Étalage régulier-12,Étalage mini-8,Étalage gros-6, Points_3250.00",651,5112,3834,553368,553368,230.8,0.5493,7308,60939,5009,2751,-0.62,3.42,
11462104,CLIFF 79,CLIFF 79 CABERNET SHIRAZ 03000 ML,201905,36.3,36.3,"Étalage gros-9,Étalage régulier-9,Étalage mini-7, Points_3250.00",596,5082,3812,553827,553827,175.8,0.4187,7125,60581,5005,2096,-0.71,2.69,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201602,15.4,15.4,"Étalage mini-3,Circulaire-Pad-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_2000.00",511,511,511,94380,94380,263.67,1.0661,9665,-2533,3452,-5985,-0.62,5.04,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201603,15.6,15.6,"Étalage mini-1, Points_500.00",1,326,326,60853,60853,0.04,0.0769,54,4491,6,-54,-0.99,0.12,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201604,15.3,15.3,"Étalage mini-1,Allongeur - régulier-34, Points_1000.00",62,401,401,73521,73521,44.61,2.6406,1506,4089,236,-883,-0.59,5.43,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201605,15.45,15.45,"Circulaire-Pad-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_2000.00",600,600,600,111161,111161,307.95,1.0557,10597,-2227,4072,-6299,-0.59,5.39,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201608,15.35,15.35,"Étalage mini-3, Points_750.00",4,371,371,68428,68428,0.87,0.2503,196,4984,48,-184,-0.94,0.82,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201611,14.8,14.8,"Étalage régulier-1, Points_1000.00",1,243,243,43246,43246,0,0,58,3335,8,-58,-1,0,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201612,14.55,14.55,"Dégustation - régulière-1,Étalage mini-1,Étalage régulier-1, Étalage mini-1,Dégustation - régulière-1,Étalage régulier-1, Points_1000.00",2,299,299,52119,52119,1.2,1.4937,195,3973,11,-179,-0.91,1.07,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201613,14.8,14.8,"Étalage mini-3, Points_1000.00",8,286,286,50745,50745,4.86,1.7872,265,3727,38,-197,-0.74,3.26,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201701,14.5,14.5,"Allongeur - régulier-26, Points_750.00",46,353,353,61351,61351,33.73,2.6768,1017,2991,143,-633,-0.62,5.77,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201703,14.6,14.6,"Étalage mini-2,Dégustation - régulière-2, Points_750.00",5,420,420,73684,73684,3.07,1.6603,293,4482,21,-258,-0.88,1.84,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201704,14.55,14.55,"Dégustation - régulière-66, Points_0.00",108,508,508,88718,88718,69.53,1.8313,5016,757,432,-4225,-0.84,2.42,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201705,14.5,14.5,"Dégustation - régulière-1,Étalage mini-6, Points_750.00",11,446,446,77710,77710,5.25,0.9705,555,4518,62,-495,-0.89,1.65,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201706,14.55,14.55,"Dégustation - régulière-1,Allongeur - régulier-3, Points_750.00",6,452,452,79065,79065,3.39,1.1219,189,4952,34,-150,-0.8,3.14,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201709,14.7,14.7,"Étalage mini-3, Points_750.00",9,573,573,101266,101266,6.11,1.8451,336,6177,38,-266,-0.79,3.21,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201710,14.65,14.65,"Étalage mini-3,Allongeur - régulier-12, Points_500.00",27,530,530,93248,93248,14.42,1.1701,1115,4910,140,-951,-0.85,2.28,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201713,14.6,14.6,"Dégustation - régulière-28, Points_0.00",47,435,435,76301,76301,28.79,1.566,2532,2411,209,-2205,-0.87,1.99,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201801,14.65,14.65,"Dégustation - régulière-4, Points_0.00",5,294,295,51747,51747,3.28,2.5125,251,3337,16,-211,-0.84,2.3,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201802,14.65,14.65,"Étalage mini-2,Allongeur - régulier-1, Points_750.00",3,377,377,66278,66278,1.14,0.5844,165,4432,24,-151,-0.92,1.21,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201803,14.8,14.8,"Dégustation - régulière-11,Étalage mini-3, Points_1000.00",30,426,426,75731,75731,18.49,1.5938,1145,4053,141,-919,-0.8,2.87,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201804,14.55,14.55,"Étalage mini-1,Affichette - régulière-1,Allongeur - régulier-21, Points_1000.00",35,363,363,63385,63385,21.59,1.5715,933,3491,168,-669,-0.72,4.05,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201806,14.45,14.45,"Étalage mini-2, Points_1000.00",6,341,341,59248,59248,3.77,1.9851,181,3983,23,-135,-0.75,3.62,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201807,14.35,14.35,"Étalage mini-1,Étalage régulier-1, Points_1250.00",3,385,385,66189,66189,1.79,1.2192,239,4456,18,-217,-0.91,1.28,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201808,14.5,13.65,"Dégustation - régulière-1,Étalage régulier-83,Allongeur - régulier-25,Circulaire-Étalage zone corpo 200 succ. à rabais mixte-416,Étalage mini-156, Dégustation - régulière-1,Étalage régulier-83,Allongeur - régulier-25,Étalage mini-156, LTO_1.00, Points_3000.00",656,707,707,122932,115770,380.11,1.3802,58410,-49791,3360,-53773,-0.92,1.07,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201809,13.85,13.85,"Étalage mini-7, Points_1250.00",19,393,393,65276,65276,14.13,3.2371,832,3959,53,-659,-0.79,2.83,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201810,14.65,14.65,"Étalage mini-1, Points_0.00",3,478,478,84040,84040,0.49,0.2445,95,5740,25,-89,-0.94,0.91,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201811,14,14,"Étalage mini-1, Points_1250.00",3,255,255,42958,42958,0.9,0.5625,83,3031,20,-72,-0.87,1.84,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201812,14.55,14.55,"Étalage mini-1, Points_1250.00",2,269,269,46831,46831,1.24,1.2187,90,3186,12,-75,-0.83,2.39,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201813,13.65,13.65,"Étalage mini-1,Allongeur - régulier-25, Points_2500.00",47,312,312,51113,51113,29.59,1.6909,1329,2480,213,-968,-0.73,3.65,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201901,14.4,14.4,"Étalage mini-2, Points_1250.00",4,325,325,56318,56318,2.07,1.2263,174,3018,17,-153,-0.88,2.06,33
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201903,14.65,14.65,"Étalage mini-2,Allongeur - régulier-3, Points_1250.00",15,398,398,70079,70079,9.74,2.0461,388,3521,47,-292,-0.75,4.42,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201904,14.4,14.4,"Allongeur - régulier-25,Étalage mini-8, Points_1250.00",81,387,387,66845,66845,57.89,2.561,2157,1639,222,-1589,-0.74,4.64,
11462112,JACKSON TRIGGS NIAGARA,JT NIAGARA BLACK RSV SELECT MERLOT 00750 ML,201905,14.05,14.05,"Dégustation - régulière-1,Allongeur - régulier-24, Points_1000.00",70,426,426,71836,71836,55.82,3.8679,1492,2683,142,-944,-0.63,6.32,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201601,46,46,"Allongeur - régulier-1, Points_0.00",11,1220,915,168334,168334,0.11,0.0102,43,14489,129,1,-0.97,0.36,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201602,46,43.65,"Étalage régulier-3,Étalage mini-56,Allongeur - régulier-10, Étalage régulier-3,Événement tactique-Standard à rabais mixte-416,Étalage mini-56,Allongeur - régulier-10, LTO_3.00, Points_1000.00",1691,2017,1513,278277,264090,766.12,0.828,24215,23954,10988,9099,-0.62,4.14,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201604,46,46,"Étalage mini-1, Points_0.00",15,1619,1214,223407,223407,7.37,0.9255,70,19228,95,88,0.25,14.53,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201605,46,46,"Étalage régulier-1,Étalage mini-20,Étalage gros-1, Points_3000.00",172,1690,1267,233158,233158,71.07,0.7064,2572,20067,1195,844,-0.67,3.81,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201606,46,46,"Étalage régulier-8,Allongeur - régulier-50,Étalage mini-39, Points_3000.00",748,1752,1314,241761,241761,279.65,0.5971,7828,20807,5562,3321,-0.58,4.93,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201608,46,46,"Étalage mini-33,Étalage régulier-11, Points_3000.00",324,1506,1130,207860,207860,98.5,0.4362,4950,17890,2682,1170,-0.76,2.75,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201609,44.35,44.35,"Allongeur - régulier-49,Étalage mini-1,Étalage mini longue durée-1,Étalage régulier-13,Étalage gros-2,Étalage régulier longue durée-5, Points_6000.00",638,1710,1283,227465,227465,238.04,0.5952,10613,20308,4750,2827,-0.73,2.98,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201610,44.25,44.25,"Étalage mini-1,Étalage mini longue durée-1,Étalage régulier-12,Étalage gros-3,Étalage régulier longue durée-5, Points_0.00",260,2177,1633,288927,288927,114.87,0.7897,3338,25859,1728,1364,-0.59,4.57,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201611,43.1,39.8,"Étalage régulier-4,Étalage mini-25, Étalage régulier-4,Événement tactique-Standard plus 25 succursales à rabais mixte-416,Étalage mini-25, LTO_4.00, Points_1000.00",1917,2250,1687,291033,268473,902.76,0.8898,29900,26718,12049,10721,-0.64,3.6,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201613,40.95,40.95,"Allongeur - régulier-51, Points_3000.00",438,1547,1161,190156,190156,152.85,0.536,4311,18377,3387,1815,-0.58,4.36,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201702,40.85,40.85,"Allongeur - régulier-47,Étalage régulier-4,Étalage mini-15, Points_6000.00",612,1745,1309,213814,213814,290.16,0.9015,7530,3587,661,596,-0.92,4.72,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201704,41,41,"Étalage mini-1, Points_0.00",10,1847,1385,227050,227050,3.06,0.441,70,3796,14,6,-0.91,5.37,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201705,40.8,37.4,"Étalage régulier-4,Circulaire-Standard plus 25 succursales à rabais mixte-416,Étalage mini-90,Étalage gros-1, Étalage régulier-4,Étalage mini-90,Étalage gros-1, LTO_4.00, Points_1000.00",2830,3182,2390,389898,357746,1533.85,1.1837,44785,6539,2663,3152,-0.93,3.85,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201706,40.85,40.85,"Étalage mini-2, Points_0.00",7,1915,1436,234743,234743,3.81,1.1945,70,3935,7,8,-0.89,6.67,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201707,41.05,41.05,"Étalage mini-33,Étalage régulier-5, Points_2500.00",385,1785,1339,219962,219962,157.55,0.6937,4587,3669,467,324,-0.93,4.23,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201709,41.15,41.15,"Étalage mini-22,Étalage régulier-7,Étalage gros-1, Points_3000.00",269,1726,1295,213040,213040,109.45,0.686,5022,3547,328,225,-0.96,2.69,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201710,41.2,41.2,"Étalage régulier-1,Étalage gros-1, Points_0.00",36,2427,1821,299993,299993,13.23,0.5727,473,4988,47,27,-0.94,3.46,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201711,41.15,41.15,"Étalage mini-25, Points_3000.00",230,1540,1155,190140,190140,77.16,0.5048,2683,3165,314,159,-0.94,3.55,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201713,41.25,41.25,"Étalage régulier-3,Étalage mini-44,Étalage gros-1, Points_2500.00",624,2227,1670,275614,275614,239.05,0.621,7407,4577,791,491,-0.93,3.99,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201802,41.2,41.2,"Étalage mini-1, Points_0.00",13,1508,1131,186337,186337,7.42,1.3316,70,4254,16,21,-0.7,13.1,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201803,41.1,41.1,"Étalage mini-40,Étalage régulier-5,Étalage gros-1, Points_2500.00",425,1765,1324,217592,217592,158.12,0.5925,5535,4978,753,446,-0.92,3.52,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201804,41.15,41.15,"Étalage mini-1, Points_0.00",1,1416,1062,174888,174888,0,0,70,3993,4,0,-1,0,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201805,41.2,41.2,"Étalage mini-42,Étalage régulier-3,Allongeur - régulier-50, Étalage régulier-3,Étalage mini-42,Allongeur - régulier-50, Points_5000.00",745,1698,1274,210029,210029,227.42,0.4391,9534,4789,1461,641,-0.93,2.95,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201806,41.15,41.15,"Étalage mini-1, Points_0.00",2,1325,994,163556,163556,0.43,0.2712,70,3737,4,1,-0.98,0.75,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201807,41.2,41.2,"Étalage mini-59, Points_4000.00",506,1591,1193,196540,196540,158.42,0.4562,7771,4487,979,447,-0.94,2.52,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201808,41.2,41.2,"Étalage mini-69,Allongeur - régulier-1, Points_4000.00",603,1445,1084,178732,178732,173.53,0.4044,9160,4075,1210,489,-0.95,2.34,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201809,41.15,41.15,"Étalage mini-45, Points_4000.00",364,1422,1067,175620,175620,122.94,0.51,6896,4010,680,347,-0.95,2.2,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201810,41.1,41.1,"Étalage mini-13, Points_0.00",73,1744,1308,214943,214943,6.01,0.0901,1235,4917,188,17,-0.99,0.6,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201811,41.2,41.2,"Étalage mini-43, Points_4000.00",219,1020,765,126077,126077,62.03,0.3951,4037,2875,443,175,-0.96,1.9,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201812,41.25,41.25,"Étalage mini-32,Allongeur - régulier-1, Points_4000.00",199,1173,880,145122,145122,71.05,0.5567,3637,3307,360,200,-0.94,2.42,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201813,41.15,41.15,"Étalage mini-29, Points_4000.00",196,1213,910,149809,149809,85.12,0.7654,3356,3421,314,240,-0.93,3.13,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201901,41.3,41.3,"Étalage gros-3,Étalage mini-12,Étalage régulier-8, Étalage mini-12,Étalage gros-3,Étalage régulier-8, Étalage mini-12,Étalage régulier-8,Étalage gros-3, Étalage régulier-8,Étalage gros-3,Étalage mini-12, Points_4000.00",242,1219,915,151045,151045,76.55,0.4636,4330,9377,1270,589,-0.86,2.19,28
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201902,41.15,41.15,"Étalage régulier-2,Étalage gros-2,Étalage mini-18, Points_4000.00",214,1323,992,163332,163332,70.06,0.4868,3501,10171,1107,539,-0.85,2.47,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201903,41.25,41.25,"Étalage gros-7,Étalage régulier-7,Étalage mini-15, Points_4000.00",348,1391,1043,172097,172097,129.66,0.5947,6003,10697,1677,997,-0.83,2.67,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201904,41.1,41.1,"Étalage régulier-8,Étalage mini-16,Étalage gros-2, Points_4000.00",339,1478,1108,182224,182224,153.25,0.8236,5103,11363,1431,1179,-0.77,3.7,
11462171,RH PHILLIPS,RH PHILLIPS CIC SYRAH 03000 ML,201905,41.15,41.15,"Étalage gros-7,Étalage mini-22,Étalage régulier-8, Points_4000.00",528,1598,1199,197348,197348,270.49,1.0518,7929,12291,1978,2080,-0.74,4.21,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201601,11.25,11.25,"Frigo 1 période-1,Étalage mini-1,Étalage régulier-1,Étalage gros-4,Allongeur - régulier-2,Frigo longue durée-38,Forfait événementiel défini-416,Événement tactique-Produit à découvrir à points bonis-416, Étalage mini-1,Frigo 1 période-1,Étalage régulier-1,Étalage gros-4,Allongeur - régulier-2,Frigo longue durée-38,Forfait événementiel défini-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_500.00",2668,2667,2668,359894,359894,920.7,0.527,15152,43402,28430,14983,-0.01,8.2,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201602,11.25,11.25,"Étalage régulier-1,Frigo longue durée-38,Étalage gros-1, Points_0.00",288,2599,2599,350462,350462,91.05,0.4625,3807,42292,3204,1482,-0.61,3.23,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201603,11.3,11.3,"Dégustation - régulière-1,Étalage mini-1,Étalage maxi-3,Étalage gros-7,Étalage régulier-10,Frigo longue durée-38, Étalage mini-1,Dégustation - régulière-1,Étalage gros-7,Étalage maxi-3,Étalage régulier-10,Frigo longue durée-38, Points_500.00",514,3025,3025,409218,409218,217.68,0.7354,5269,49222,4817,3542,-0.33,5.59,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201604,11.3,11.3,"Frigo 1 période-50,Frigo longue durée-16,Étalage gros-1, Frigo longue durée-16,Frigo 1 période-50,Étalage gros-1, Points_500.00",568,3002,3002,406633,406633,194.44,0.5202,4457,48856,6083,3164,-0.29,5.91,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201605,11.3,11.3,"Frigo 1 période-52,Frigo longue durée-16,Étalage gros-1, Points_500.00",650,3214,3214,435478,435478,236.97,0.574,4736,52300,6719,3856,-0.19,6.78,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201606,11.3,11.3,"Frigo longue durée-16,Étalage gros-1, Événement tactique-Standard plus élargi A avec points bonis-416,Frigo longue durée-16,Étalage gros-1, LTO_0.00, Points_1000.00",3196,3848,3849,521264,521264,1122.98,0.5416,47549,62612,33741,18274,-0.62,3.2,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201607,11.3,11.3,"Étalage régulier-21,Étalage maxi-2,Étalage gros-6, Points_500.00",290,2635,2635,356885,356885,87.04,0.4281,2013,42877,3308,1416,-0.3,5.86,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201608,11.3,11.3,"Étalage gros-1, Points_0.00",25,2386,2386,323414,323414,10.25,0.711,126,38832,235,167,0.32,11.03,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201609,11.1,11.1,"Étalage gros longue durée-2,Étalage mini longue durée-1,Étalage régulier-10,Étalage maxi-1,Étalage gros-4,Frigo 1 période-20,Étalage régulier longue durée-4, Points_1000.00",451,2893,2893,385067,385067,187.72,0.7128,4109,47081,4286,3055,-0.26,6.08,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201610,11.05,11.05,"Étalage gros longue durée-2,Frigo 1 période-16,Étalage mini longue durée-1,Étalage maxi-1,Étalage régulier-9,Étalage gros-5,Étalage régulier longue durée-4, Points_0.00",460,3382,3382,448469,448469,225.42,0.9627,4186,55030,3811,3668,-0.12,7.14,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201611,10.9,10.9,"Frigo 1 période-3,Allongeur - régulier-2,Étalage gros-1, Points_0.00",52,1876,1876,245533,245533,26.82,1.0723,181,30520,407,436,1.41,19.4,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201612,10.7,10.7,"Frigo 1 période-1,Étalage régulier-1,Allongeur - régulier-1,Étalage gros-1, Frigo 1 période-1,Étalage régulier-1,Allongeur - régulier-1,Événement tactique-Standard plus 235 succursales à points bonis-416,Étalage gros-1, LTO_0.00, Points_1250.00",2543,3156,3156,404773,404773,1056.44,0.7105,46925,51350,24196,17191,-0.63,2.89,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201613,10.6,10.6,"Dégustation - régulière-1,Frigo 1 période-49,Étalage gros-10,Étalage maxi-2,Étalage régulier-22, Points_1000.00",567,2306,2306,292934,292934,187.18,0.4932,4571,37526,6177,3046,-0.33,5.2,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201701,10.65,10.65,"Étalage régulier-1,Frigo 1 période-74,Allongeur - régulier-4,Étalage gros-1, Points_500.00",552,2492,2492,318668,318668,224.14,0.6838,4525,37269,4902,3352,-0.26,6.33,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201702,10.7,10.7,"Étalage maxi-2,Étalage régulier-6,Étalage gros-6,Frigo 1 période-73, Points_1000.00",588,2794,2794,358029,358029,221.69,0.6049,5352,41778,5481,3315,-0.38,5.31,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201703,10.7,10.7,"Étalage régulier-1,Allongeur - régulier-2,Frigo 1 période-74,Étalage gros-1, Points_500.00",585,3032,3032,389263,389263,209.56,0.5583,4432,45345,5613,3134,-0.29,6.07,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201704,10.65,10.65,"Frigo 1 période-49,Étalage gros-7,Étalage maxi-1,Étalage régulier-15,Allongeur - régulier-1, Points_1000.00",650,2870,2870,366808,366808,272.02,0.7203,4689,42926,5648,4068,-0.13,7.41,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201705,10.65,10.65,"Étalage mini-2,Frigo 1 période-49,Allongeur - régulier-54,Étalage gros-1, Points_1000.00",858,3049,3050,390464,390464,319.31,0.5929,6965,45603,8054,4775,-0.31,5.87,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201706,10.65,10.65,"Étalage régulier-2,Étalage mini-6,Frigo 1 période-85,Étalage gros-1, Points_1000.00",617,2534,2534,324333,324333,179.97,0.4116,5519,37891,6540,2691,-0.51,4.17,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201707,10.65,10.65,"Étalage régulier-3,Étalage mini-8,Frigo 1 période-73, Points_1000.00",529,2490,2490,318750,318750,149.78,0.3953,5212,37239,5666,2240,-0.57,3.68,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201708,10.55,10.55,"Étalage mini-309,Étalage régulier-2,Circulaire-Standard plus 315 succursales à points bonis-416,Frigo 1 période-92, Étalage mini-309,Étalage régulier-2,Frigo 1 période-92, LTO_0.00, Points_1500.00",3027,3311,3311,418697,418697,1057.62,0.5371,55365,49522,29446,15817,-0.71,2.42,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201709,10.65,10.65,"Étalage mini longue durée-1,Étalage régulier-5,Frigo 1 période-67,Allongeur - régulier-74,Étalage gros-3,Étalage gros longue durée-1, Points_1500.00",1115,2906,2906,371644,371644,442.87,0.6585,13165,43454,10058,6623,-0.5,4.3,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201710,10.65,10.65,"Étalage mini longue durée-1,Étalage régulier-5,Frigo 1 période-10,Étalage gros-3,Étalage gros longue durée-1, Étalage mini longue durée-1,Étalage régulier-5,Étalage gros-3,Frigo 1 période-10,Étalage gros longue durée-1, Points_0.00",231,3090,3090,394765,394765,64.56,0.3873,1789,46217,2493,965,-0.46,4.61,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201711,10.55,10.55,"Étalage régulier-1,Frigo 1 période-49, Points_500.00",219,1766,1766,223858,223858,61.42,0.39,1496,26412,2355,919,-0.39,5.2,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201712,10.5,10.5,"Étalage mini-306,Frigo 1 période-4,Circulaire-Standard plus 315 succursales à points bonis-416,Étalage gros-1, Étalage mini-306,Frigo 1 période-4,Étalage gros-1, LTO_0.00, Points_1000.00",2761,2962,2962,373156,373156,931.05,0.5088,49362,44298,27367,13924,-0.72,2.38,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201713,10.55,10.55,"Étalage gros-4,Étalage régulier-8,Frigo 1 période-75, Points_1000.00",728,3038,3038,384425,384425,274.73,0.6067,5963,45433,6772,4109,-0.31,5.83,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201801,10.65,10.65,"Étalage régulier-1,Étalage gros-1, Points_0.00",27,2163,2163,276569,276569,9.7,0.5604,210,31359,251,141,-0.33,5.91,
11529591,CLIFF 79,CLIFF 79 CHARDONNAY 00750 ML,201802,10.75,10.75,"Étalage mini-1,Étalage régulier-5,Étalage maxi-1,Étalage gros-6, Points_500.00",113,2589,2589,333898,333898,24.96,0.2825,943,37538,1281,362,-0.62,3.41,
